"","size","distance","altitude","alien","time","protea","vegtype","density"
"1",5057.27723357565,13.1495550471628,40.3132750461895,"Absent",7.09314722138411,"Present","strandveld",16.4765539735735
"2",5590.88091815658,29.9435622970698,43.7948251735032,"Absent",11.7896019274301,"Present","strandveld",23.0589644444203
"3",5741.89386016436,25.0244212648016,48.365578112841,"Absent",12.9146099192015,"Present","strandveld",22.6309509315823
"4",2727.48269074742,21.8822468909132,42.9138781958759,"Absent",8.96784625717209,"Present","strandveld",10.6524319269646
"6",4345.85763587713,31.2695322589531,44.7272357538536,"Absent",12.8487780403667,"Present","strandveld",22.3258677176056
"7",4614.53182485883,19.845601583156,15.6456575598226,"Absent",10.9587220630516,"Present","strandveld",17.0033867226622
"8",4068.64680808765,13.169631543254,37.7413235197862,"Present",5.8815621096152,"Present","strandveld",7.39339268443463
"9",5639.63490589967,33.8384842308795,31.6642523730382,"Present",6.91270792215246,"Absent","strandveld",1.08233037017094
"10",5575.10289016433,26.7271794752676,30.8230461096059,"Present",11.458210878135,"Present","strandveld",8.0263820380542
"11",6337.54840128917,31.2018713354681,36.4455711465951,"Absent",14.7307526519182,"Present","strandveld",21.5520233857031
"13",6124.80952755931,26.3104864644168,70.6747190330717,"Present",8.1171847673798,"Present","strandveld",10.2338550314266
"14",5883.30719378527,29.1912455326071,45.6646350590141,"Absent",14.5265135719665,"Present","strandveld",23.1157427622549
"15",5060.78316173896,31.5172967076749,36.8394117085578,"Present",8.56483816679624,"Absent","strandveld",11.3369210232326
"16",5320.07181459162,26.2386288042183,48.3114748128277,"Absent",12.9129816085591,"Present","strandveld",27.0544295275496
"17",4784.83946818445,29.0892386921045,36.6490686930243,"Present",9.72813898126996,"Absent","strandveld",2.69104706639042
"18",3673.20622850857,26.2652936803156,28.192556068153,"Absent",12.6757541874149,"Present","strandveld",24.7645866345975
"19",4845.9135567784,22.7193233997275,26.7992671300517,"Absent",9.75945922739559,"Present","strandveld",14.4798931444279
"20",3915.46594325803,28.9939118004904,43.8453486373441,"Absent",11.3648568961416,"Present","strandveld",18.001000833453
"21",5367.15819968306,36.1112898286993,37.8095744157887,"Present",8.50124734525354,"Absent","strandveld",8.78964340465857
"22",4104.67244351436,34.3282132802112,23.4670530937275,"Absent",16.6949891284265,"Present","strandveld",22.5116982774922
"23",4904.56784316066,35.1722091517908,38.3988103718312,"Absent",12.8740225662034,"Present","strandveld",20.3512362715684
"24",5084.4509908706,25.9955112755515,23.7716812713303,"Present",10.9651025687893,"Present","strandveld",7.84806689362647
"26",5322.37901966847,28.0903633692366,38.7299383519601,"Absent",11.8226789009165,"Present","strandveld",22.8188840752712
"27",5080.00427840604,20.5271984287178,35.7232656830073,"Absent",9.21545598685938,"Present","strandveld",18.2331841244129
"28",6115.82263599859,15.9555422807239,49.975645316669,"Absent",14.9507317813311,"Present","strandveld",25.5488557600809
"29",3509.11904585569,30.6887840129411,21.8876048019851,"Present",11.7764283487251,"Absent","strandveld",3.70321651493282
"30",5882.09724127148,31.9584950055175,28.2244009893444,"Absent",16.9298712414395,"Present","strandveld",29.8082393068197
"31",5435.53986817563,18.0542476597623,41.4299143579598,"Present",10.8962197081793,"Present","strandveld",8.3759038230669
"32",4302.96737647471,12.5778170524238,31.4864167712978,"Absent",13.8035214376711,"Present","strandveld",24.6516761821485
"33",3369.61920233303,18.8191380665289,15.8274285948829,"Present",7.45030064217941,"Present","strandveld",1.21056114167438
"34",4996.58794640528,26.4414642279876,25.5465943886134,"Absent",12.3787327864941,"Present","strandveld",26.5574596134239
"35",4223.76929305881,28.6888328026886,37.7301147094399,"Absent",14.1396389863969,"Present","strandveld",24.720334305212
"36",5460.53266900695,19.1968922441169,19.918768672002,"Present",9.67283325600834,"Present","strandveld",5.62943435748551
"37",2822.94194879934,36.8476300334743,1115.02985334011,"Absent",10.580028756636,"Present","mountain",32.4052110577709
"38",4894.70159454062,35.9621444036367,1803.56441144741,"Absent",17.5986831326376,"Present","mountain",42.1465718606727
"39",2856.49286551183,31.488084974341,1176.01642016114,"Absent",13.1397823593135,"Present","mountain",32.7899973691606
"40",7068.43358471556,16.8795121833385,1298.74035722438,"Present",6.76296327710948,"Present","mountain",22.2673352499682
"41",3187.9210721202,19.0227037565093,1543.21415141276,"Present",7.37058869901888,"Absent","mountain",9.53189431525574
"42",7081.93772128185,29.269424158704,1568.30229351741,"Present",9.24011507853261,"Present","mountain",23.7996544267045
"43",6734.80818878727,14.4281004372757,1578.32405592389,"Present",3.10095459838558,"Present","mountain",19.4160886022571
"44",4121.20166016647,28.3000410838108,1067.32951609031,"Absent",11.6845953290918,"Present","mountain",33.8969122322853
"45",5907.42583427921,40.2265025018798,1539.53635989053,"Present",13.623660489482,"Absent","mountain",15.2622224658055
"46",5450.72892483505,18.1221165032697,1089.0707547387,"Absent",10.564838338484,"Present","mountain",32.1022981637346
"47",3999.54705754224,34.510750984218,2009.6789690944,"Absent",12.5503295375631,"Present","mountain",24.1584884235952
"48",5522.31105736247,34.2646976826383,1531.50132832154,"Present",9.34046901023208,"Present","mountain",23.6584535118101
"49",4586.66517355675,29.5228332532084,1468.67194363329,"Present",9.99065683963864,"Present","mountain",17.5318745637482
"50",4467.55340088433,24.9435792257959,1581.2191369544,"Present",5.36538128422658,"Present","mountain",14.5312963288321
"51",3104.73582258983,30.7912728106831,1692.81658304227,"Absent",12.695933151488,"Present","mountain",30.9408540011913
"52",5968.03084262506,24.7238899590443,1253.22844371178,"Absent",12.4836026686125,"Present","mountain",39.9273295794374
"53",5890.16478602656,39.5728080243353,1822.92121605855,"Present",10.8674964703017,"Absent","mountain",17.1066942941034
"54",6689.47877383124,25.5181655920171,1453.11079497528,"Present",9.46943054551812,"Present","mountain",19.4951633552775
"55",6235.14949719569,29.5241958486611,1458.63145669943,"Present",10.8977271530337,"Present","mountain",21.3776430297028
"56",5587.79372772696,11.2550769603412,1417.28071174975,"Present",5.98965366720247,"Present","mountain",25.3077797668003
"57",4178.1835111517,33.4783397339569,1505.51699958624,"Present",8.95466000613856,"Absent","mountain",11.016758521474
"58",6548.55297954141,18.8420721425031,1412.4750241141,"Present",5.34476816142034,"Present","mountain",20.6863712178541
"59",4564.62642963057,27.3326079166156,1252.2027307332,"Absent",10.7405346205362,"Present","mountain",35.4991187771649
"60",6397.96543673998,14.2541262780562,1412.65938366657,"Absent",10.6425462107399,"Present","mountain",33.8257224640227
"61",6048.91983669275,18.4612131293754,1105.15208030557,"Absent",12.0925987907214,"Present","mountain",37.9878218227923
"62",7304.02160421944,17.8300098094537,1689.7867689425,"Absent",12.4513503898239,"Present","mountain",39.3875519951962
"63",5882.99319674144,15.9189014136758,1819.65855756065,"Present",3.36840806697483,"Present","mountain",15.1340956907445
"64",4474.3639710059,21.1279011076491,783.709080684896,"Absent",11.5341419254272,"Present","mountain",33.9213451381464
"65",4752.71003904312,31.3667016801533,1143.39538047065,"Absent",12.7728871276102,"Present","mountain",36.1386343858842
"66",3242.78614559121,35.1717389863716,1657.94432417396,"Absent",13.0202409802939,"Absent","mountain",25.1953408971983
"67",5444.94076770083,27.4525861658732,1250.64447516159,"Present",6.59938971115903,"Absent","mountain",14.9323933080861
"68",4474.37175351871,28.7774763868117,1345.75590199997,"Present",7.60189417550901,"Present","mountain",19.908736130768
"69",6012.1111491384,20.4033517303166,1839.71435044667,"Absent",8.91922712190451,"Present","mountain",28.5084398313855
"70",3316.55772605007,27.2296318072853,1480.504070426,"Present",7.92256523954978,"Absent","mountain",24.1039704596997
"71",6923.22904003578,8.50466522814059,1737.43197587826,"Present",5.10582438629318,"Present","mountain",20.8478629791224
"72",4497.07539522754,26.5186287048003,1552.39115211298,"Absent",10.601007521215,"Present","mountain",31.8109140301535
"73",5685.85377205853,18.7534963534969,1669.85154044569,"Absent",7.85080015151713,"Present","mountain",28.4272248847023
"74",5817.97708021076,32.1453448170825,1613.09540215885,"Absent",9.4356615279647,"Present","mountain",31.6701286088748
"75",7273.01050267611,17.6913137883208,1687.68914777757,"Absent",12.0158963492901,"Present","mountain",36.7167877733848
"76",6164.69969765769,21.8746953778429,1560.68209599636,"Present",10.2910244990153,"Present","mountain",20.0822559435008
"77",4887.05278453311,18.8756688528629,1400.39734890738,"Present",10.0351425678961,"Present","mountain",22.4950137822674
"78",4263.70696466973,31.946579592316,1502.42050213223,"Present",9.72827055513441,"Absent","mountain",15.1619691249877
"79",5055.2321687838,39.0171275213151,1219.92576573251,"Absent",14.6047230407559,"Present","mountain",40.0865638107324
"80",4602.93956269422,30.7589803740168,1374.06283544579,"Present",9.01660081955811,"Present","mountain",20.9968770990257
"81",6485.62498961623,14.0128909600347,1810.77421253118,"Present",3.29161155105375,"Present","mountain",19.4571855503364
"82",6832.38360498563,11.0895855523564,1353.40434740429,"Present",6.0984016478585,"Present","mountain",25.4165271177253
"83",4202.40279712249,21.6577624687784,1444.03720675149,"Absent",8.85439917387,"Present","mountain",28.3631768561273
"84",3810.85786806094,20.6198289695521,1525.92266496145,"Present",9.24726918468564,"Absent","mountain",18.4513621686376
"85",4706.10613597757,19.3799405016941,1884.46657201153,"Absent",11.0867412177514,"Present","mountain",31.2590078432584
"86",4525.4630397908,23.3149503241527,1369.92596309858,"Absent",8.97766021299611,"Present","mountain",34.0149970668453
"87",3721.28576246108,33.1276428843282,1237.35679532727,"Absent",13.4411494140013,"Present","mountain",33.4841702487548
"88",6605.41749994312,13.191438236251,1707.70540675341,"Present",5.1002447830582,"Present","mountain",19.3354869602066
"89",6556.32644032305,17.2488859283575,1044.82338613841,"Present",5.6435337201486,"Present","mountain",14.379910709542
"90",4749.39977466959,18.8811245148013,1773.80345511207,"Present",6.0605457398184,"Absent","mountain",13.5717791204465
"91",4916.72002820906,13.194750718342,1808.20800560228,"Present",8.44752836219716,"Present","mountain",17.2842197229354
"92",4886.74342840128,28.9374169435535,1658.07539460449,"Absent",13.1212096940492,"Present","mountain",33.8037875021703
"93",6087.19406783063,17.831729341931,1689.88672612103,"Absent",11.6209655231272,"Present","mountain",37.9056816894054
"94",3487.17918253042,30.6675067650443,1074.6924797557,"Absent",11.565593088214,"Present","mountain",35.9915106361712
"95",5458.98446293065,27.527803048314,1703.63909703926,"Present",10.0310941644305,"Absent","mountain",18.4555770711564
"96",3996.96760788107,19.9145087005026,1216.70147255695,"Absent",8.37694751768702,"Present","mountain",31.1851995132899
"97",4089.03600376394,28.6383006724833,987.44655352319,"Absent",9.18665158145675,"Present","mountain",25.7465957730772
"98",2294.69016872866,32.9197397955593,870.264745111298,"Present",9.84994657112322,"Absent","renosterveld",16.4198886687833
"99",1730.15901302467,29.4643942576512,745.127896933347,"Present",4.2472936753082,"Absent","renosterveld",12.4753897924707
"100",2612.37449768372,25.6751725072722,633.288044959962,"Present",3.64270337008192,"Absent","renosterveld",15.9388023246394
"101",3781.06115105491,20.4886373811997,953.969014154419,"Present",6.99461011378661,"Present","renosterveld",14.9014500371527
"102",2356.93556904111,34.2400079620222,686.512204800476,"Absent",6.67630679655099,"Present","renosterveld",22.8884482326404
"103",542.154874410457,28.195607082614,712.996807150455,"Present",2.55952581917611,"Absent","renosterveld",12.1589847648752
"104",2708.09471930648,34.4192907288168,1302.01550399911,"Absent",9.17651922831034,"Present","renosterveld",34.7659338556258
"105",2887.36769737238,27.1838508587334,1049.55010000326,"Absent",7.54181552832413,"Present","renosterveld",27.1227024986204
"106",4176.00389409102,35.0687004714128,656.430565425203,"Present",9.7798793815953,"Absent","renosterveld",16.028373217006
"107",2985.84452043394,22.7645469034548,773.09099318924,"Present",3.77419268550175,"Absent","renosterveld",15.4178262185211
"108",3025.19780667169,29.5966547125464,593.73286009249,"Absent",8.30702512806849,"Present","renosterveld",31.4577566254377
"109",3740.73644738063,36.7448927315774,819.984944326954,"Absent",12.4325479107359,"Present","renosterveld",31.1319968147574
"110",482.265925611542,27.6884963656023,483.878337862657,"Absent",7.33274507356499,"Present","renosterveld",23.0733268052556
"111",2189.81383766108,38.2081165808093,543.322343109524,"Present",9.90322234018365,"Absent","renosterveld",16.1586635986686
"112",2271.6705434332,25.60613155191,819.756415192337,"Absent",8.25624679591881,"Present","renosterveld",28.2359371577866
"113",5802.43904331352,24.2264731235064,843.072441182201,"Absent",8.73676926648283,"Present","renosterveld",29.0968966334221
"114",1180.89212867562,20.0712815181646,844.338956764289,"Present",2.86519512512905,"Absent","renosterveld",10.850877183211
"115",2424.7290193734,30.9835366683795,607.740337727189,"Present",6.61419155763914,"Absent","renosterveld",11.7596559359516
"116",3121.99561688422,25.567524811759,533.509745508888,"Present",3.82293582632218,"Absent","renosterveld",12.3454267785626
"117",2712.57404501795,32.9568101496919,771.308599960628,"Absent",8.54774225384904,"Present","renosterveld",26.332194322726
"118",3009.54553364641,35.8345820278622,618.371097662772,"Absent",10.5959872774678,"Present","renosterveld",30.6527768291221
"119",2990.43754635497,18.8424258679191,435.706344086133,"Absent",8.06213592112216,"Present","renosterveld",24.7157787242824
"120",2941.68768450206,25.4877068080591,655.442892117439,"Present",2.60843370582096,"Present","renosterveld",13.1635997961287
"121",6064.03368642245,15.7271191679359,375.143556628738,"Absent",10.5194034686242,"Present","renosterveld",33.0443812823392
"122",1970.82015209815,35.6863143744292,681.338624249098,"Present",8.85911275188715,"Absent","renosterveld",16.2408788489116
"123",3220.1002613174,25.0559442201574,664.529445003494,"Present",4.356665262394,"Present","renosterveld",18.5093160829911
"124",3458.46833932352,36.2229452115323,616.902823634115,"Absent",10.0052993042634,"Present","renosterveld",32.3271740290096
"125",4024.50790933048,30.0977971241197,775.408550140647,"Present",5.13663473971396,"Absent","renosterveld",16.6304213637739
